account_age_days,total_orders,product_rating,discount_percent
1780,245,3.88,9.89
853,791,2.53,11.81
618,106,1.91,9.41
1979,535,4.37,9.19
598,805,2.01,12.56
695,237,3.88,9.89
621,674,3.69,10.16
1278,140,1.9,10.61
537,545,3.69,10.16
717,31,2.94,5.31
354,670,2.66,10.46
1001,238,3.08,11.03
1576,840,1.6,13.14
1580,951,2.38,12.03
576,744,2.18,12.31
365,104,1.61,8.69
598,305,1.19,13.73
266,369,4.7,7.13
196,716,3.11,8.55
1505,849,1.81,12.84
1065,92,1.41,9.63
1052,745,1.46,13.34
381,373,3.82,9.02
1130,197,3.52,10.3
975,550,1.67,13.04
917,870,2.79,11.44
1465,930,3.13,10.96
1368,25,2.01,6.43
314,104,2.44,7.09
1553,353,4.54,9.0
78,646,1.59,9.78
10,137,2.18,6.19
596,959,3.19,10.87
1662,961,1.52,13.26
570,668,3.62,10.26
130,569,3.57,7.37
909,25,3.18,4.76
1409,199,2.39,11.98
1215,241,4.87,9.0
307,660,2.4,10.46
520,633,2.87,11.33
41,344,4.83,5.33
138,904,1.35,10.6
179,768,3.75,7.5
1457,680,2.48,11.89
368,42,1.41,6.83
1994,446,2.15,12.36
551,288,2.51,11.84
590,485,2.77,11.47
724,873,3.81,9.99
1663,192,4.17,9.19
294,635,4.29,7.65
397,747,1.22,12.86
1349,86,2.9,7.3
264,711,2.31,10.24
201,206,3.08,8.64
1285,817,1.15,13.79
365,814,1.75,11.85
967,1,1.55,6.25
1543,949,1.38,13.46
1679,405,2.1,12.43
567,739,4.57,9.0
1800,962,1.13,13.81
646,158,3.41,9.09
485,503,1.19,13.61
157,212,4.54,6.26
1195,527,3.0,11.14
881,34,2.1,6.62
755,921,1.97,12.61
160,536,4.32,6.54
688,270,1.3,13.57
1448,864,4.3,9.29
329,605,2.7,10.2
470,429,2.84,11.13
592,915,3.76,10.06
211,926,2.15,10.05
1144,884,1.52,13.26
1726,649,1.93,12.67
1839,553,2.91,11.27
1499,200,2.3,12.14
1939,685,3.1,11.0
1783,69,2.29,7.57
351,207,3.96,8.58
63,890,3.59,6.8
818,242,2.37,12.04
353,353,3.18,9.71
993,862,1.13,13.81
578,121,4.04,6.89
104,688,2.83,8.22
1401,514,2.7,11.57
1847,496,4.4,9.14
1550,897,3.97,9.76
1797,831,1.05,13.93
1460,47,4.8,3.64
190,637,1.49,10.82
667,311,4.38,9.17
1123,600,2.05,12.5
1723,861,1.17,13.76
1968,406,1.17,13.76
861,924,2.09,12.44
1752,377,2.9,11.29
187,514,3.25,8.28
1448,396,4.83,9.0
858,520,4.05,9.64
227,594,2.03,10.34
1342,548,1.77,12.9
1669,750,4.84,9.0
682,718,4.21,9.41
1587,814,1.88,12.74
443,716,2.84,10.92
872,576,1.69,13.01
558,778,2.37,12.04
1750,233,3.5,10.43
1897,767,4.09,9.59
140,880,3.48,7.58
1970,496,4.42,9.11
339,381,1.59,11.87
1384,580,4.78,9.0
287,931,2.88,9.61
1598,113,4.65,5.96
987,743,4.45,9.07
1852,105,2.38,8.7
911,605,3.87,9.9
336,786,4.58,7.69
1347,746,3.32,10.69
1926,485,3.01,11.13
467,923,1.12,13.56
637,905,1.54,13.23
1336,704,1.27,13.61
885,795,2.76,11.49
273,846,3.11,9.17
1038,479,2.08,12.46
1242,56,1.86,7.73
1350,394,3.22,10.83
348,804,2.24,11.01
1244,817,1.09,13.87
968,237,2.98,11.17
1069,987,4.63,9.0
1717,422,2.44,11.94
149,761,2.39,9.21
1063,537,4.86,9.0
1443,293,2.12,12.4
992,610,4.26,9.34
1521,794,3.41,10.56
348,109,4.87,4.6
1136,271,2.64,11.66
1535,413,2.97,11.19
1613,492,3.5,10.43
1986,171,4.18,8.44
1707,215,4.46,9.06
1681,292,2.43,11.96
1333,687,3.44,10.51
146,554,1.25,10.81
936,770,1.33,13.53
1159,618,3.74,10.09
1754,708,2.28,12.17
689,567,4.67,9.0
492,266,4.86,8.94
639,718,1.16,13.77
990,226,2.1,12.43
1011,128,1.2,11.19
859,166,1.65,11.88
1533,575,2.15,12.36
1710,18,3.7,3.77
810,147,2.89,9.44
311,803,1.42,11.89
106,964,2.2,9.13
272,889,4.94,7.18
1137,998,3.89,9.87
559,711,3.98,9.74
1626,445,4.41,9.13
404,681,3.42,9.77
1417,645,3.79,10.01
214,186,2.62,8.91
1069,854,4.68,9.0
793,323,1.31,13.56
1618,936,1.19,13.73
494,71,2.51,7.28
1584,978,3.04,11.09
1549,706,4.06,9.63
1124,399,2.06,12.49
1694,935,4.17,9.47
1036,610,3.07,11.04
1263,759,1.1,13.86
1082,950,4.59,9.0
1379,799,2.03,12.53
646,690,1.35,13.5
822,156,2.37,10.5
1040,806,2.72,11.54
834,530,1.44,13.37
634,730,3.94,9.8
1665,434,1.61,13.13
270,73,4.2,3.14
1844,768,1.65,13.07
1083,817,3.4,10.57
262,906,2.92,9.35
960,845,1.39,13.44
1444,816,1.0,14.0
1523,208,1.31,13.56
1296,940,2.53,11.81
1275,367,3.68,10.17
700,141,2.69,9.52
669,706,2.22,12.26
1404,644,2.4,12.0
693,285,2.54,11.8
315,433,4.56,7.52
1450,789,4.35,9.21
1391,439,4.86,9.0
608,701,1.52,13.26
468,29,3.82,3.73
173,49,3.54,3.0
258,380,4.12,7.61
547,471,3.58,10.31
382,453,1.37,12.53
877,556,2.92,11.26
1709,603,3.88,9.89
1362,770,1.47,13.33
1589,332,3.93,9.81
1353,349,4.55,9.0
1556,837,1.56,13.2
332,121,1.22,9.58
564,355,3.05,11.07
412,834,3.04,10.38
1662,847,3.58,10.31
1392,784,2.25,12.21
1194,715,4.35,9.21
795,123,3.7,7.45
595,201,3.65,10.21
111,343,1.86,9.66
1947,84,3.63,6.18
1583,374,2.0,12.57
520,840,1.23,13.67
1168,496,1.58,13.17
894,512,2.83,11.39
535,246,1.54,13.23
699,875,4.32,9.26
1106,413,1.09,13.87
821,294,1.64,13.09
1909,641,4.78,9.0
432,102,3.3,6.74
546,74,2.71,7.15
196,610,1.35,11.07
774,972,3.82,9.97
199,557,1.7,10.59
1402,237,4.03,9.67
1186,198,1.8,12.79
883,271,3.16,10.91
1400,379,1.53,13.24
1181,155,1.61,11.55
485,289,2.45,11.81
39,670,4.52,5.31
62,359,4.79,5.5
964,14,3.59,3.79
236,2,4.54,3.0
1376,189,4.0,9.33
1202,835,4.74,9.0
221,7,4.65,3.0
215,706,4.29,7.02
688,2,4.74,3.0
1824,614,2.92,11.26
345,184,4.73,7.2
1990,484,4.84,9.0
1412,798,4.43,9.1
1593,567,4.55,9.0
1184,384,2.31,12.13
560,731,3.47,10.47
170,334,3.32,8.05
1187,722,2.66,11.63
1582,938,4.96,9.0
96,601,2.11,9.18
1447,694,4.08,9.6
1902,858,3.74,10.09
1329,862,3.55,10.36
1704,656,4.05,9.64
827,925,4.45,9.07
1970,763,2.3,12.14
1821,977,2.2,12.29
338,386,1.26,12.33
805,816,1.12,13.83
1591,113,1.88,9.7
1791,10,2.72,4.89
201,822,4.37,6.79
1113,118,4.8,6.13
993,317,1.52,13.26
111,145,2.01,7.52
1852,474,2.78,11.46
1885,792,2.58,11.74
911,22,3.31,4.47
1416,827,3.97,9.76
1377,783,1.26,13.63
557,78,3.27,6.49
242,758,4.26,7.28
95,285,4.71,5.76
1827,895,3.46,10.49
485,590,3.08,10.91
792,111,3.15,7.81
1709,914,2.62,11.69
1239,13,3.33,4.13
1910,349,4.51,9.0
490,925,1.89,12.65
796,755,4.22,9.4
1465,39,3.92,4.19
1328,825,1.94,12.66
833,133,4.69,6.66
1709,985,2.67,11.61
1977,644,1.98,12.6
156,689,4.39,6.41
628,979,1.73,12.96
1209,487,1.5,13.29
952,967,4.86,9.0
401,657,4.76,8.21
526,763,3.29,10.73
118,477,1.92,9.63
208,607,1.04,11.61
744,233,4.04,9.66
727,448,4.99,9.0
294,164,3.51,7.51
109,495,2.2,9.16
1191,255,4.43,9.1
1716,439,2.3,12.14
1438,987,1.27,13.61
313,270,4.88,7.5
1342,209,3.34,10.66
212,837,3.7,7.84
784,706,1.44,13.37
993,158,1.18,12.27
1327,937,3.14,10.94
1276,377,3.66,10.2
570,261,4.22,9.4
938,446,2.12,12.4
604,521,4.29,9.3
1990,835,1.94,12.66
489,939,3.83,9.87
438,266,2.54,11.3
1518,929,1.46,13.34
1486,731,4.09,9.59
1394,986,3.52,10.4
1737,898,2.59,11.73
1151,206,2.23,12.24
1620,9,3.03,4.41
917,19,1.73,6.62
1012,852,1.65,13.07
434,518,1.79,12.34
1277,806,1.27,13.61
49,722,2.25,8.61
1598,749,2.1,12.43
65,520,5.0,5.52
1217,367,4.82,9.0
1199,306,4.45,9.07
21,642,1.8,9.03
1746,86,4.18,5.47
616,89,4.58,5.12
732,378,4.59,9.0
283,706,2.28,10.44
1880,719,1.39,13.44
634,409,1.96,12.63
1943,388,4.78,9.0
295,20,2.7,3.63
1697,464,1.28,13.6
991,293,2.19,12.3
1351,357,3.88,9.89
1445,193,4.91,8.75
990,79,2.71,7.32
208,120,2.67,6.48
1946,154,2.08,10.85
192,522,2.86,8.88
1491,426,1.29,13.59
914,341,1.96,12.63
1906,884,2.51,11.84
1249,106,3.14,7.65
195,689,2.76,9.05
451,842,1.18,13.35
69,819,1.59,9.71
68,523,1.2,10.26
1306,428,1.76,12.91
1822,656,3.44,10.51
716,694,4.92,9.0
1018,774,2.86,11.34
884,946,3.07,11.04
1765,996,3.82,9.97
517,778,2.85,11.36
1209,165,1.21,12.47
1231,889,2.36,12.06
126,207,3.78,7.04
1072,849,4.68,9.0
1276,131,2.73,9.11
145,649,1.86,9.93
1271,863,1.87,12.76
589,112,2.84,8.29
1023,369,2.58,11.74
508,722,3.65,10.21
925,122,3.07,8.31
680,393,3.67,10.19
1774,157,1.04,12.44
1662,868,2.01,12.56
1614,390,4.24,9.37
203,607,3.29,8.35
1268,808,3.07,11.04
1255,50,4.02,4.44
955,296,2.25,12.21
425,698,1.59,12.56
1779,647,2.5,11.86
1767,396,3.76,10.06
1093,479,1.17,13.76
1063,617,1.23,13.67
458,998,4.38,8.84
1666,417,3.04,11.09
383,944,2.07,11.54
39,494,2.92,7.57
279,454,2.92,9.49
800,788,2.0,12.57
1784,46,4.21,4.02
725,343,2.82,11.4
1705,846,1.27,13.61
1002,719,4.92,9.0
1711,787,4.32,9.26
476,644,1.63,12.91
1883,225,3.08,11.03
1908,365,1.61,13.13
313,265,1.05,12.43
396,54,3.09,5.07
183,255,4.8,6.46
1595,925,4.72,9.0
1987,841,2.0,12.57
1240,246,1.08,13.89
536,123,2.07,9.78
1938,761,4.54,9.0
695,233,1.77,12.9
1135,323,3.71,10.13
459,747,4.59,8.67
88,583,1.84,9.5
73,368,1.6,9.73
936,752,1.87,12.76
1215,498,3.82,9.97
1744,381,2.74,11.51
1697,138,3.86,7.74
1275,949,1.07,13.9
1433,253,4.71,9.0
453,155,1.4,11.48
815,595,2.88,11.31
54,643,2.0,9.0
40,889,2.14,8.69
881,874,4.82,9.0
913,920,3.27,10.76
1675,985,1.07,13.9
1050,540,4.4,9.14
388,868,2.43,11.06
613,404,1.61,13.13
1562,606,2.52,11.83
113,547,3.46,7.39
816,867,4.54,9.0
1580,749,4.29,9.3
1588,963,1.07,13.9
1061,159,3.57,8.89
1388,550,1.26,13.63
425,524,2.01,11.96
1854,251,4.35,9.21
12,52,3.53,3.0
432,274,1.14,13.26
458,952,3.51,10.08
1531,578,3.53,10.39
998,270,4.29,9.3
1783,877,2.18,12.31
659,306,4.87,9.0
769,291,3.46,10.49
1705,322,3.75,10.07
930,628,2.88,11.31
1679,896,4.28,9.31
848,973,2.24,12.23
849,262,1.24,13.66
1824,294,2.77,11.47
990,345,1.11,13.84
1645,839,4.68,9.0
238,299,4.95,6.9
637,450,2.98,11.17
654,440,4.9,9.0
331,708,1.21,12.35
618,706,4.35,9.21
1037,979,4.39,9.16
704,924,2.39,12.01
291,745,4.51,7.33
206,802,4.02,7.33
1638,219,1.08,13.89
1326,130,4.35,6.76
1585,691,3.06,11.06
1583,234,3.01,11.13
540,801,1.43,13.39
1984,59,2.33,7.16
1067,247,5.0,9.0
83,79,2.65,4.07
968,31,2.67,5.7
1316,820,2.0,12.57
649,323,1.89,12.73
1274,968,2.32,12.11
1208,65,4.07,4.89
1874,255,3.81,9.99
1063,265,1.06,13.91
301,251,1.98,11.01
1200,906,4.08,9.6
1132,414,2.14,12.37
1185,271,1.65,13.07
1094,99,4.38,5.64
1212,615,1.26,13.63
1998,480,4.42,9.11
943,220,4.14,9.51
727,968,2.42,11.97
1841,77,4.22,5.1
845,989,2.55,11.79
98,680,1.63,9.88
1183,378,1.85,12.79
1049,650,3.76,10.06
1820,844,4.13,9.53
142,527,4.11,6.69
1468,907,4.13,9.53
323,789,2.03,11.11
1017,689,1.67,13.04
1708,437,3.25,10.79
468,915,4.71,8.74
1495,723,4.2,9.43
41,38,3.4,3.0
899,429,1.16,13.77
1940,171,2.22,11.24
19,103,1.3,6.33
1830,93,1.64,9.34
1586,357,3.37,10.61
851,791,1.17,13.76
872,471,2.22,12.26
1424,141,1.79,10.81
1549,523,2.45,11.93
1337,383,2.34,12.09
1121,275,3.34,10.66
86,839,2.55,8.47
687,367,3.15,10.93
1522,736,1.08,13.89
1400,139,2.69,9.45
1442,561,4.53,9.0
401,838,3.24,10.01
797,323,3.67,10.19
1155,732,1.65,13.07
1203,804,4.62,9.0
990,334,4.87,9.0
805,197,1.02,13.87
192,562,2.46,9.45
1223,636,2.9,11.29
1684,383,2.81,11.41
103,530,1.65,9.9
1117,968,4.06,9.63
790,813,1.28,13.6
559,10,2.7,4.92
900,922,3.42,10.54
702,60,1.93,7.77
370,881,2.6,10.67
338,85,2.64,6.34
1960,604,3.62,10.26
1689,123,1.02,11.28
453,478,1.73,12.58
833,834,2.25,12.21
1024,512,2.91,11.27
1054,798,3.39,10.59
739,657,1.21,13.7
672,281,4.72,9.0
503,33,4.01,3.86
1235,496,3.04,11.09
681,705,4.96,9.0
397,835,1.21,12.88
1487,2,3.76,3.13
501,330,2.78,11.46
91,559,2.95,7.94
926,273,1.01,13.99
208,331,4.61,6.66
198,754,4.78,6.58
512,957,1.67,13.04
569,246,3.76,10.06
1574,273,1.47,13.33
1825,54,2.78,6.35
147,882,3.41,7.73
289,825,1.41,11.73
455,398,1.18,13.38
1044,853,3.53,10.39
1170,813,4.5,9.0
108,754,1.31,10.42
884,510,4.53,9.0
410,366,3.04,10.37
814,30,3.4,4.62
970,938,1.66,13.06
607,584,2.03,12.53
905,944,1.07,13.9
1659,232,3.69,10.16
844,920,3.05,11.07
1850,258,3.15,10.93
1575,113,4.11,6.51
918,909,3.08,11.03
1904,75,2.14,8.0
131,340,1.66,10.11
889,641,2.43,11.96
53,86,4.72,3.0
206,103,4.15,3.75
1051,602,2.0,12.57
420,705,3.24,10.16
594,143,1.92,10.69
335,200,2.2,10.97
21,208,2.02,8.71
957,721,3.99,9.73
504,420,2.46,11.91
188,643,2.14,9.88
1125,587,1.13,13.81
736,692,4.55,9.0
1957,927,3.57,10.33
1225,259,1.27,13.61
1522,129,4.69,6.52
1010,575,2.34,12.09
1302,869,2.27,12.19
1737,181,2.7,10.91
289,534,4.25,7.67
346,915,3.87,8.67
187,653,1.23,11.17
391,700,2.79,10.57
224,23,2.22,3.85
1591,620,1.35,13.5
1515,466,1.54,13.23
986,667,1.87,12.76
341,131,4.49,5.33
235,128,2.35,7.43
631,144,4.05,7.68
1066,320,4.87,9.0
620,239,2.32,12.11
1094,115,4.2,6.45
973,922,3.85,9.93
296,814,1.94,11.03
1012,403,4.57,9.0
1299,401,3.83,9.96
1970,638,3.13,10.96
1142,280,3.28,10.74
553,910,3.42,10.54
1682,375,4.48,9.03
1237,914,2.69,11.59
404,214,4.21,8.65
1876,206,4.83,9.0
196,467,1.03,11.53
544,417,3.09,11.01
931,383,4.64,9.0
1326,620,2.31,12.13
1212,682,1.57,13.19
1862,162,1.49,11.97
1611,819,1.19,13.73
1595,483,4.28,9.31
814,125,3.23,8.19
559,684,1.66,13.06
1736,739,4.21,9.41
1151,382,4.7,9.0
1584,217,4.25,9.36
1550,155,4.34,7.65
225,48,3.54,3.0
1251,61,1.63,8.24
1307,900,1.42,13.4
1608,598,4.38,9.17
356,556,2.54,10.65
1326,601,4.01,9.7
1208,145,4.36,7.27
1605,167,4.43,7.94
1711,753,1.7,13.0
3,715,4.02,5.71
690,302,3.72,10.11
179,17,4.75,3.0
852,695,3.79,10.01
660,868,2.61,11.7
1859,787,3.18,10.89
1397,887,4.59,9.0
862,337,1.81,12.84
146,594,1.58,10.34
386,675,1.37,12.56
985,853,3.43,10.53
1399,359,1.34,13.51
616,444,4.35,9.21
401,943,1.08,13.09
1561,842,2.06,12.49
759,265,1.14,13.8
54,323,4.83,5.43
806,796,1.74,12.94
1035,355,3.2,10.86
700,168,4.61,7.88
1036,649,1.38,13.46
460,730,1.57,12.87
1455,3,4.36,3.0
1009,771,1.77,12.9
1941,981,4.26,9.34
1792,205,3.1,11.0
1753,267,3.03,11.1
1458,403,1.06,13.91
1110,258,2.3,12.14
1706,798,1.48,13.31
1688,702,4.16,9.49
1920,4,2.49,5.01
637,773,4.12,9.54
346,802,2.09,11.21
1643,541,1.64,13.09
833,735,3.19,10.87
942,422,1.98,12.6
1574,737,4.28,9.31
262,860,4.52,7.1
1099,476,3.75,10.07
714,434,1.51,13.27
344,419,2.36,10.81
1459,611,3.23,10.81
1674,209,4.25,9.36
741,536,4.12,9.54
1251,421,2.64,11.66
1530,454,3.75,10.07
425,537,1.75,12.33
1498,412,3.09,11.01
744,891,3.85,9.93
1621,293,4.19,9.44
202,12,2.8,3.0
1339,4,1.0,7.14
1385,79,1.7,8.76
828,174,4.9,8.09
183,689,4.83,6.46
350,749,1.39,12.24
1631,591,2.05,12.5
794,276,4.31,9.27
1340,543,2.02,12.54
1578,500,2.84,11.37
1494,660,2.36,12.06
1019,396,1.19,13.73
824,110,2.73,8.38
286,340,1.2,12.0
527,544,3.73,10.1
1782,73,2.88,6.87
1561,853,2.08,12.46
1873,80,2.98,6.97
321,913,4.01,8.27
984,82,4.8,4.87
1462,462,1.98,12.6
1147,880,1.43,13.39
1286,380,2.47,11.9
1778,555,4.3,9.29
1152,592,3.61,10.27
751,281,3.95,9.79
1767,207,3.37,10.61
465,928,2.06,12.21
1165,866,3.82,9.97
116,708,3.64,7.16
718,849,1.58,13.17
1728,874,4.95,9.0
614,21,4.77,3.0
306,516,3.5,8.88
812,646,4.24,9.37
483,611,4.85,8.86
1053,12,2.42,5.39
497,162,4.75,7.65
1189,478,4.44,9.09
1496,465,1.69,13.01
770,133,2.98,8.83
1976,902,3.78,10.03
1313,709,4.85,9.0
1828,546,3.24,10.8
1213,855,1.31,13.56
1290,416,2.26,12.2
511,946,1.26,13.63
108,751,2.12,9.26
1144,260,3.49,10.44
1192,516,3.31,10.7
1123,79,2.15,8.12
1090,261,3.46,10.49
1007,375,3.38,10.6
1345,841,2.56,11.77
1881,401,3.61,10.27
817,82,1.21,9.57
624,146,3.05,9.18
956,74,3.54,5.96
1185,581,2.93,11.24
365,64,1.11,8.0
217,212,3.03,8.84
1036,255,1.94,12.66
846,827,3.18,10.89
1154,862,3.09,11.01
1907,813,1.43,13.39
153,277,2.25,9.44
203,377,3.78,7.65
1220,839,4.88,9.0
1672,262,3.58,10.31
1727,123,3.21,8.15
76,306,2.24,8.84
1815,372,2.72,11.54
1983,239,2.75,11.5
1495,777,1.85,12.79
1271,735,3.33,10.67
1931,858,4.09,9.59
833,594,3.15,10.93
733,481,1.8,12.86
1228,168,2.1,11.31
453,96,4.5,4.98
1828,441,1.29,13.59
463,923,3.63,9.95
1376,220,2.18,12.31
903,36,4.91,3.26
610,485,4.25,9.36
1769,827,2.3,12.14
1961,44,2.64,6.2
1854,73,1.51,8.83
704,397,3.24,10.8
1841,189,4.18,9.07
1856,292,3.31,10.7
208,479,4.05,7.31
1571,305,4.49,9.01
472,951,1.15,13.56
154,105,2.79,5.35
1595,858,3.38,10.6
1630,601,2.64,11.66
1846,288,3.73,10.1
1864,759,4.6,9.0
581,935,1.42,13.4
73,608,2.43,8.54
794,266,1.59,13.16
1744,832,1.81,12.84
234,597,3.46,8.36
1057,330,2.08,12.46
174,101,2.52,5.76
374,727,1.02,12.96
1097,88,2.73,7.61
366,266,3.97,8.69
923,217,3.14,10.94
1978,9,4.55,3.0
173,186,4.95,5.89
1773,669,2.59,11.73
1258,718,3.13,10.96
1431,895,4.69,9.0
661,705,3.9,9.86
700,12,4.95,3.0
1204,787,2.45,11.93
397,824,4.76,8.18
497,442,1.29,13.56
836,70,2.57,7.21
167,783,3.5,7.76
662,144,4.99,7.04
1688,235,3.03,11.1
1338,743,3.21,10.84
907,412,2.92,11.26
1128,589,4.33,9.24
1148,68,2.39,7.39
19,711,3.62,6.41
1442,101,3.2,7.39
1850,159,4.13,8.09
795,502,4.82,9.0
524,902,2.71,11.56
1089,943,2.8,11.43
1958,344,4.49,9.01
827,518,4.85,9.0
1650,376,1.01,13.99
356,978,4.46,7.91
1462,783,3.24,10.8
595,687,1.21,13.7
227,823,3.26,8.59
512,579,1.1,13.86
903,23,1.45,7.16
1705,225,1.45,13.36
1244,58,3.27,5.79
733,330,2.05,12.5
1452,776,3.31,10.7
1532,487,4.04,9.66
1615,525,1.64,13.09
1464,816,3.77,10.04
97,971,2.34,8.86
1190,275,1.41,13.41
1854,570,2.22,12.26
1475,382,1.4,13.43
1480,503,1.45,13.36
1359,782,4.02,9.69
1620,852,2.07,12.47
975,275,1.85,12.79
1932,752,4.32,9.26
457,16,2.79,4.66
253,858,1.96,10.65
869,893,4.22,9.4
899,168,1.44,12.25
1502,198,2.55,11.72
492,992,2.11,12.35
396,819,2.26,11.37
1374,241,3.57,10.33
288,56,3.44,3.78
947,307,4.84,9.0
1699,792,4.91,9.0
1460,3,4.28,3.0
1307,578,2.73,11.53
1528,615,2.71,11.56
1037,20,2.76,5.19
1412,590,2.04,12.51
1077,457,2.52,11.83
701,387,4.49,9.01
767,237,2.72,11.54
1750,799,1.65,13.07
1710,882,1.53,13.24
1304,506,1.64,13.09
1390,338,1.09,13.87
509,583,4.74,9.0
385,845,1.89,11.81
1956,948,2.09,12.44
224,53,4.65,3.0
567,720,1.6,13.14
974,460,1.75,12.93
1442,496,1.01,13.99
1636,675,2.75,11.5
690,621,3.84,9.94
76,25,3.83,3.0
806,732,2.24,12.23
670,362,1.97,12.61
1785,547,4.24,9.37
1849,772,3.05,11.07
141,184,4.03,6.24
855,472,4.43,9.1
1642,100,2.92,7.76
500,285,2.74,11.51
597,434,3.97,9.76
474,489,3.75,9.86
99,585,1.55,10.01
1560,872,2.27,12.19
790,566,1.74,12.94
837,39,4.3,3.65
1608,227,2.34,12.09
149,506,3.54,7.56
412,894,3.24,10.1
126,664,2.87,8.34
14,861,1.5,9.4
893,291,4.43,9.1
662,928,1.71,12.99
1852,906,2.59,11.73
1063,800,3.83,9.96
1689,46,3.66,4.81
1343,260,2.12,12.4
1890,161,3.82,8.61
1535,743,2.35,12.07
77,668,4.22,6.02
28,865,3.78,6.25
551,766,2.31,12.13
814,120,3.68,7.37
422,66,1.19,8.41
1143,326,4.69,9.0
1241,983,1.34,13.51
124,822,1.01,10.98
235,297,3.66,8.08
1072,270,1.91,12.7
1247,486,2.71,11.56
639,813,4.14,9.51
1813,882,2.92,11.26
1235,511,1.03,13.96
1135,807,2.91,11.27
56,618,3.8,6.45
1811,595,2.93,11.24
1781,883,1.42,13.4
166,585,1.14,11.13
473,855,4.25,9.14
1356,521,2.0,12.57
102,436,2.65,8.46
1313,289,1.56,13.2
420,422,4.2,8.79
1773,254,2.06,12.49
356,155,3.89,7.14
918,913,2.27,12.19
606,775,4.62,9.0
930,115,4.74,6.02
1873,917,2.56,11.77
1822,523,3.55,10.36
471,644,4.33,9.01
1880,361,3.0,11.14
657,846,4.27,9.33
187,528,3.75,7.57
981,300,2.96,11.2
1319,945,2.53,11.81
1888,14,4.97,3.0
1720,727,1.28,13.6
1717,502,2.27,12.19
544,116,1.33,10.59
50,104,3.45,3.54
1572,483,4.92,9.0
1618,80,1.76,8.71
1636,486,4.89,9.0
1436,421,3.13,10.96
560,521,4.99,9.0
1662,837,4.03,9.67
925,458,4.71,9.0
1746,449,3.23,10.81
333,193,1.35,11.92
1490,852,3.64,10.23
721,803,4.42,9.11
975,848,3.73,10.1
474,769,3.39,10.38
764,766,4.61,9.0
520,51,2.5,6.64
537,225,1.7,13.0
1800,400,4.15,9.5
700,973,4.3,9.29
1596,423,3.83,9.96
588,785,1.47,13.33
1406,215,4.7,9.0
1932,201,1.83,12.81
1652,800,2.09,12.44
1476,291,2.93,11.24
1962,769,2.34,12.09
819,905,3.56,10.34
897,135,4.65,6.73
601,151,2.0,10.86
1650,325,4.91,9.0
302,602,2.79,9.86
1639,97,4.46,5.45
1702,503,1.12,13.83
1806,594,1.56,13.2
526,939,1.08,13.89
408,314,3.93,9.08
1153,349,4.26,9.34
909,740,1.85,12.79
978,444,2.03,12.53
1538,379,4.96,9.0
1303,849,3.98,9.74
171,966,1.3,10.94
879,774,4.9,9.0
1929,147,3.12,9.12
1927,850,2.36,12.06
781,221,2.28,12.17
774,495,3.42,10.54
1590,844,2.87,11.33
639,794,1.08,13.89
43,969,1.45,9.7
1944,525,3.09,11.01
1507,253,3.23,10.81
1820,237,3.68,10.17
1661,765,1.79,12.87
974,82,2.42,7.84
1100,320,1.83,12.81
738,825,4.2,9.43
1366,462,1.16,13.77
1763,69,3.65,5.63
233,275,2.02,10.41
1958,931,1.23,13.67
1777,706,3.78,10.03
12,201,4.72,5.1
232,678,3.96,7.63
72,122,3.14,4.79
1073,275,2.69,11.59
1555,31,4.81,3.09
621,469,2.65,11.64
1760,574,2.62,11.69
1567,835,4.23,9.39
1245,973,3.66,10.2
971,924,4.17,9.47
461,644,2.85,11.05
871,797,1.85,12.79
58,231,4.88,5.46
569,456,1.8,12.86
260,501,1.12,11.91
1573,859,2.92,11.26
12,975,4.17,5.57
685,9,1.64,6.4
678,416,4.43,9.1
137,542,2.59,8.82
13,493,3.47,6.58
1929,616,2.43,11.96
1669,45,1.98,7.17
1662,540,2.82,11.4
1036,271,4.79,9.0
753,560,4.08,9.6
354,790,3.91,8.67
390,851,2.09,11.56
114,970,1.64,10.0
93,666,2.16,9.09
1398,17,4.16,3.08
1327,655,1.4,13.43
1295,494,4.82,9.0
1241,125,4.44,6.46
1739,431,1.44,13.37
842,723,4.45,9.07
443,539,4.84,8.54
1639,249,3.95,9.79
1969,843,1.3,13.57
143,605,2.15,9.5
1253,909,2.61,11.7
1646,929,4.03,9.67
944,895,1.32,13.54
700,9,4.0,3.03
1041,286,2.45,11.93
934,743,4.28,9.31
306,191,3.22,8.96
726,85,3.13,6.93
574,379,1.82,12.83
661,224,4.74,9.0
1684,538,2.04,12.51
1888,843,2.48,11.89
602,69,1.33,8.94
35,371,3.11,7.27
1206,575,1.31,13.56
1490,791,3.07,11.04
490,524,3.33,10.59
930,187,2.77,11.02
1963,162,4.69,7.67
1228,270,3.69,10.16
1700,668,3.27,10.76
364,329,3.86,8.83
664,988,2.35,12.07
550,899,2.57,11.76
1786,195,3.15,10.75
829,670,1.42,13.4
1693,216,2.33,12.1
1881,528,1.1,13.86
1363,289,3.19,10.87
1198,188,2.56,11.35
647,837,2.89,11.3
1915,630,4.15,9.5
1751,536,2.22,12.26
340,739,4.79,7.72
27,656,3.27,6.97
15,106,2.45,4.76
1538,253,3.17,10.9
1606,664,4.34,9.23
1386,96,1.2,10.07
570,755,3.67,10.19
1349,766,4.45,9.07
311,722,2.41,10.47
1336,919,1.58,13.17
183,954,1.28,11.06
1971,192,1.74,12.66
